0,1,2,3,4,5,6,7,8,9,label
0.022714646085382765,0.04805324484200706,0.028901018048481556,0.10804378509824603,0.21123382083466757,0.1938872038192067,0.07163128021835628,0.07131970930031187,0.16794798642538833,0.07626730532419793,Natural
0.03111577964508765,0.054074963318480475,0.031029078297882387,0.10660264105606708,0.209213685473492,0.20675270107974272,0.07005468854184989,0.07450313458691976,0.13929905295405062,0.07735427504309272,Natural
0.040809218354848506,0.07846921893480294,0.04401648622697565,0.11258816358354008,0.24105302876032492,0.15865091573798146,0.07278030940596204,0.08201027486602024,0.07209822076347346,0.09752416335155831,Natural
0.004391743522094447,0.018158904737007906,0.014951022512173702,0.11643848694666059,0.41744476904360345,0.2623780336395643,0.05455309235923406,0.03041759752476719,0.0546294705074444,0.026636879188355448,Natural
0.03635239861135975,0.061018399657100576,0.04281842818387469,0.11945038748519517,0.23296724195090604,0.18375885513066365,0.08228973517727106,0.0731422051055661,0.07705034945013027,0.09115199923842389,Natural
0.047636924871829266,0.06619947440594838,0.04371584699271197,0.09836065573360193,0.2066908605428319,0.15901222207654395,0.06661661035053533,0.07107996495761565,0.12943728360532944,0.11125015642133858,Natural
0.010343233560572125,0.0338899803534947,0.026749599643283297,0.1341813739242617,0.2538921265941874,0.2499711082851118,0.08978719189013808,0.05756880355261772,0.09335325485755001,0.05026332733465576,Natural
0.007742829597454493,0.027320840363002526,0.019241584317409608,0.12099301036333557,0.25111472643884514,0.262292118581474,0.07706676307505289,0.056484494255360305,0.13594641278954794,0.04179722021349624,Natural
0.030432429888593637,0.06051195181558781,0.05878270280375044,0.1506328816093705,0.22430830039261826,0.1797124976451662,0.09225014116209945,0.06234707321590501,0.0573004893650327,0.08372153209011245,Natural
0.0012394064248132657,0.01232974910392613,0.004279636887409266,0.10870465279856804,0.19918802130412464,0.30750544333861585,0.055363280072280356,0.05565671791772263,0.23498609854924465,0.02074699360195525,Natural
0.019682826870352638,0.04268267609629395,0.04543772358998537,0.14938936633702882,0.2881834505217021,0.20347602011865243,0.08875090806792015,0.05124936606423991,0.048398371642907494,0.06274929067721056,Natural
0.03226221079663871,0.052742073692778564,0.03672664952839138,0.11093401885080606,0.21664952870422752,0.19849185946702236,0.07682947729154388,0.0693830334184286,0.121868037702469,0.084113110539125,Natural
0.023860727086228103,0.049807987710575936,0.0419098822319264,0.12973630312173917,0.25309779825584877,0.2038914490501294,0.08178443420274215,0.06424731182713457,0.07903225806350446,0.0726318484373703,Natural
0.0052775899630892196,0.024885433099975856,0.01769213432466208,0.12591090075640615,0.32762376980828595,0.2776087446420703,0.06956652392627213,0.04327248140554293,0.072590338816156,0.03557208323875794,Natural
0.05247666905832791,0.07449150514298895,0.04513041397355515,0.11043311796816384,0.20430725053351742,0.15372098587811148,0.07779373055568811,0.08403924383622782,0.08255563531747892,0.11505144771201122,Natural
0.02841273232114175,0.053300576797931334,0.03973509933633358,0.13262835575971557,0.2940610980455009,0.19532863347591936,0.07081820123653,0.059104180016410164,0.05735953855809444,0.06925158441681793,Natural
0.009482190960676658,0.03263693504899567,0.020987728224831036,0.1194253217585223,0.3279377431867353,0.24697994612095805,0.07137982639842706,0.05369649805383183,0.07263693504851677,0.04483687518653293,Natural
0.015183504783810621,0.037981222765419764,0.04045191141367297,0.1499708009489697,0.31638291181176986,0.2142087058035531,0.0824536184339775,0.045842504828043605,0.04290013925603297,0.0546246799322891,Natural
0.017011682721520562,0.041401926623459685,0.040049190407049615,0.15134248821169619,0.3049805287906337,0.21207214592719673,0.08270137323052466,0.0469358475087736,0.04476327116120592,0.0587415453974433,Natural
0.012476722532459376,0.03474032691873846,0.0318228843365216,0.1422511897357516,0.2939271673878137,0.23831988412747446,0.0878439892397285,0.0483033312637254,0.058679908958631496,0.05163459548880991,Natural
0.009879559384298154,0.028309973853921606,0.026016887402468457,0.12920577771786024,0.3256397068208469,0.2516608803683584,0.07046418927456037,0.04509022330707877,0.07192147786053059,0.04181132398864577,Natural
0.02256607561019461,0.04692204750674269,0.037972566074975365,0.12875543659871602,0.27673134827238655,0.21435262629283452,0.0832887253248028,0.058497825358673504,0.06462027433816292,0.06629307460578299,Natural
0.008180913099085871,0.028701464940812393,0.022176077371513718,0.1287896458533421,0.29413170245885856,0.2617835300795802,0.08381169108187278,0.05329540605857889,0.07565922343862518,0.04347034561204113,Natural
0.008783079543320754,0.030124310445253526,0.021811526043905086,0.12432315631435643,0.2857487861264745,0.25826829701987614,0.07648015862830822,0.05287642677310324,0.09895264000687709,0.04263161908581448,Natural
0.0032845123657425607,0.019520815540243132,0.009453762424772156,0.10477730733538924,0.21202594900959446,0.3110201522763941,0.0766613363373523,0.055723137867494124,0.17471516054508043,0.03281786629339455,Natural
0.009301868239884752,0.03293608652887734,0.020589970501393943,0.12315044247739174,0.2596538839714468,0.2628279252693694,0.08317797443428444,0.06042871189750077,0.10019665683343089,0.04773647984248678,Natural
0.025572740238616814,0.04811463718969386,0.02948386521628762,0.11371233731376235,0.30312889997879383,0.2083036191811341,0.07243938313344135,0.06254457122412034,0.06865082902401665,0.06804911748899037,Natural
0.009080317982411691,0.031259790100097606,0.019516564849528524,0.11606653352073511,0.2445664943597051,0.26723547148991994,0.08025434680411843,0.05902451441073864,0.12392308897182447,0.04907287750602545,Natural
0.006607155408671829,0.025892668868824308,0.01869684402879475,0.12157341674174481,0.32229212061289897,0.27447810500918607,0.08068285653967208,0.048833204469944186,0.06331271525916117,0.03763091305231575,Natural
